"Name","Geoid","pa_or_restart_cat"
"Sayre Area School District","4220850","Did not receive either PA or Restart Grant"
"Belle Plaine Unified School District 357","2003900","Did not receive either PA or Restart Grant"
"Sayre Area School District","4220850","Did not receive either PA or Restart Grant"
"Fort Larned Unified School District 495","2008370","Did not receive either PA or Restart Grant"
"Healy Public Schools Unified School District 468","2007080","Did not receive either PA or Restart Grant"
"Wyalusing Area School District","4226700","Did not receive either PA or Restart Grant"
"Pleasanton Unified School District 344","2010770","Did not receive either PA or Restart Grant"
"Pleasanton Unified School District 344","2010770","Did not receive either PA or Restart Grant"
"Galena Unified School District 499","2006360","Received PA or Restart Grant"
"Galena Unified School District 499","2006360","Received PA or Restart Grant"
"Fort Leavenworth Unified School District 207","2006330","Did not receive either PA or Restart Grant"
"Albert Gallatin Area School District","4202100","Did not receive either PA or Restart Grant"
"Fort Leavenworth Unified School District 207","2006330","Did not receive either PA or Restart Grant"
"Albert Gallatin Area School District","4202100","Did not receive either PA or Restart Grant"
"Lyons Unified School District 405","2009030","Received PA or Restart Grant"
"Beloit Unified School District 273","2003870","Did not receive either PA or Restart Grant"
"Frazier School District","4210350","Did not receive either PA or Restart Grant"
"Oswego Unified School District 504","2010350","Did not receive either PA or Restart Grant"
"Council Rock School District","4206960","Did not receive either PA or Restart Grant"
"Solomon Unified School District 393","2011760","Did not receive either PA or Restart Grant"
"Council Rock School District","4206960","Did not receive either PA or Restart Grant"
"Valley Heights Unified School District 498","2012780","Did not receive either PA or Restart Grant"
"Blairsville-Saltsburg School District","4203750","Did not receive either PA or Restart Grant"
"Russell County Unified School District 407","2011310","Did not receive either PA or Restart Grant"
"Western Wayne School District","4226070","Did not receive either PA or Restart Grant"
"Olathe Unified School District 233","2010140","Received PA or Restart Grant"
"Oskaloosa Public Schools Unified School District 341","2010320","Did not receive either PA or Restart Grant"
"Caney Valley Unified School District 436","2004410","Did not receive either PA or Restart Grant"
"Caney Valley Unified School District 436","2004410","Did not receive either PA or Restart Grant"
"Donegal School District","4207650","Did not receive either PA or Restart Grant"
"Elk Valley Unified School District 283","2005760","Did not receive either PA or Restart Grant"
"Cedar Vale Unified School District 285","2004500","Did not receive either PA or Restart Grant"
"Cedar Vale Unified School District 285","2004500","Did not receive either PA or Restart Grant"
"Emporia Unified School District 253","2005940","Received PA or Restart Grant"
"Penn Manor School District","4218630","Did not receive either PA or Restart Grant"
"Northwest Area School District","4217790","Did not receive either PA or Restart Grant"
"Nickerson Unified School District 309","2009990","Did not receive either PA or Restart Grant"
"Bonner Springs Unified School District 204","2004050","Received PA or Restart Grant"
"North Central-Washington Schools Unified School District 108","2000028","Did not receive either PA or Restart Grant"
"Pocono Mountain School District","4219500","Did not receive either PA or Restart Grant"
"Union Area School District","4224060","Did not receive either PA or Restart Grant"
"Blacklick Valley School District","4203690","Did not receive either PA or Restart Grant"
"North Central-Washington Schools Unified School District 108","2000028","Did not receive either PA or Restart Grant"
"Greater Johnstown School District","4210950","Did not receive either PA or Restart Grant"
"Windber Area School District","4226610","Did not receive either PA or Restart Grant"
"Clarion Area School District","4206060","Did not receive either PA or Restart Grant"
"Laurel School District","4213380","Did not receive either PA or Restart Grant"
"Clearfield Area School District","4206150","Did not receive either PA or Restart Grant"
"Perkiomen Valley School District","4218930","Did not receive either PA or Restart Grant"
"West Perry School District","4225740","Did not receive either PA or Restart Grant"
"Avella Area School District","4202760","Did not receive either PA or Restart Grant"
"Avella Area School District","4202760","Did not receive either PA or Restart Grant"
"Peters Township School District","4218960","Did not receive either PA or Restart Grant"
"Chartiers-Houston School District","4205730","Did not receive either PA or Restart Grant"
"Montgomery Area School District","4215660","Did not receive either PA or Restart Grant"
"Hazleton Area School District","4211700","Did not receive either PA or Restart Grant"
"McKeesport Area School District","4214940","Did not receive either PA or Restart Grant"
"Mount Lebanon School District","4216110","Did not receive either PA or Restart Grant"
"Woodland Hills School District","4216500","Did not receive either PA or Restart Grant"
"Loyalsock Township School District","4214310","Did not receive either PA or Restart Grant"
"Downingtown Area School District","4207710","Did not receive either PA or Restart Grant"
"Washington School District","4224990","Did not receive either PA or Restart Grant"
"Dallastown Area School District","4207230","Did not receive either PA or Restart Grant"
"Mount Carmel Area School District","4215990","Did not receive either PA or Restart Grant"
"Cambria Heights School District","4204740","Did not receive either PA or Restart Grant"
"Climax-Scotts Community School District","2610020","Did not receive either PA or Restart Grant"
"Otsego Public Schools","2627060","Did not receive either PA or Restart Grant"
"Chippewa Hills School District","2609560","Did not receive either PA or Restart Grant"
"Covert Public Schools","2610980","Did not receive either PA or Restart Grant"
"Dowagiac Union Schools","2612150","Did not receive either PA or Restart Grant"
"Leslie Public Schools","2621450","Did not receive either PA or Restart Grant"
"Okemos Public Schools","2626280","Did not receive either PA or Restart Grant"
"Negaunee Public Schools","2625020","Did not receive either PA or Restart Grant"
"Howell Public Schools","2618720","Did not receive either PA or Restart Grant"
"Ann Arbor Public Schools","2602820","Did not receive either PA or Restart Grant"
"Vandercook Lake Public Schools","2634650","Did not receive either PA or Restart Grant"
